age,age_group,job,marital,education,balance,balance_group,housing,loan,default,contact,month,day,duration,campaign,campaign_group,pdays,previous,poutcome,deposit
36,30-39,technician,married,secondary,432,Low Balance,yes,yes,no,unknown,aug,4,94,1,1 Contact,-1,0,unknown,No
28,18-29,admin.,single,secondary,25,Low Balance,yes,no,no,unknown,jun,5,109,2,2-3 Contacts,-1,0,unknown,No
34,30-39,blue-collar,married,primary,5299,High Balance,yes,no,no,unknown,jun,26,75,5,4-5 Contacts,-1,0,unknown,No
53,50-59,admin.,single,secondary,291,Low Balance,no,no,no,unknown,jul,23,145,1,1 Contact,-1,0,unknown,No
52,50-59,self-employed,married,secondary,517,Low Balance,no,no,no,cellular,aug,26,77,4,4-5 Contacts,-1,0,unknown,No
44,40-49,unemployed,married,primary,97,Low Balance,yes,no,no,unknown,jun,5,105,3,2-3 Contacts,-1,0,unknown,No
58,50-59,self-employed,married,tertiary,1636,Medium Balance,no,no,no,cellular,apr,15,187,1,1 Contact,-1,0,unknown,No
47,40-49,admin.,married,secondary,996,Low Balance,no,no,no,telephone,aug,29,247,2,2-3 Contacts,-1,0,unknown,No
40,40-49,blue-collar,single,secondary,0,Zero Balance,yes,no,no,unknown,may,27,59,4,4-5 Contacts,-1,0,unknown,No
39,30-39,management,married,tertiary,710,Low Balance,yes,no,no,cellular,jul,11,211,2,2-3 Contacts,-1,0,unknown,No
33,30-39,self-employed,single,tertiary,1049,Medium Balance,no,no,no,cellular,may,4,126,4,4-5 Contacts,-1,0,unknown,No
23,18-29,student,single,secondary,556,Low Balance,yes,no,no,cellular,may,15,170,2,2-3 Contacts,-1,0,unknown,No
31,30-39,services,single,secondary,629,Low Balance,yes,no,no,unknown,may,21,369,2,2-3 Contacts,-1,0,unknown,No
39,30-39,blue-collar,married,primary,186,Low Balance,yes,no,no,unknown,may,16,208,3,2-3 Contacts,-1,0,unknown,No
42,40-49,management,divorced,tertiary,0,Zero Balance,no,no,no,unknown,may,19,131,2,2-3 Contacts,-1,0,unknown,No
46,40-49,admin.,married,secondary,1264,Medium Balance,no,no,no,telephone,jan,28,100,2,2-3 Contacts,-1,0,unknown,No
22,18-29,student,single,secondary,64,Low Balance,no,no,no,cellular,jun,4,112,1,1 Contact,-1,0,unknown,No
50,50-59,technician,married,secondary,2497,Medium Balance,yes,no,no,cellular,nov,21,35,1,1 Contact,176,1,failure,No
50,50-59,technician,single,secondary,-97,Negative Balance,yes,no,no,cellular,apr,8,425,1,1 Contact,306,2,failure,No
34,30-39,management,married,tertiary,161,Low Balance,yes,no,no,cellular,jul,11,378,1,1 Contact,-1,0,unknown,No
40,40-49,admin.,married,secondary,732,Low Balance,no,no,no,cellular,sep,9,71,1,1 Contact,139,4,success,No
39,30-39,blue-collar,married,secondary,94,Low Balance,yes,yes,no,cellular,nov,19,181,1,1 Contact,-1,0,unknown,No
51,50-59,blue-collar,married,tertiary,2404,Medium Balance,yes,no,no,telephone,nov,20,30,1,1 Contact,-1,0,unknown,No
45,40-49,management,married,secondary,21,Low Balance,yes,no,no,unknown,jun,3,788,2,2-3 Contacts,-1,0,unknown,No
34,30-39,technician,single,tertiary,2658,Medium Balance,yes,no,no,cellular,mar,31,265,1,1 Contact,230,2,failure,No
30,30-39,self-employed,married,secondary,131,Low Balance,yes,no,no,unknown,may,8,306,1,1 Contact,-1,0,unknown,No
57,50-59,unemployed,married,primary,0,Zero Balance,yes,no,no,cellular,nov,20,231,2,2-3 Contacts,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,351,Low Balance,yes,no,no,unknown,may,16,76,21,6+ Contacts,-1,0,unknown,No
51,50-59,technician,married,secondary,564,Low Balance,no,yes,no,cellular,jul,8,187,2,2-3 Contacts,-1,0,unknown,No
38,30-39,blue-collar,married,primary,2240,Medium Balance,yes,no,no,cellular,nov,19,551,1,1 Contact,183,1,failure,No
60,60+,self-employed,married,primary,46,Low Balance,yes,no,no,unknown,may,6,202,4,4-5 Contacts,-1,0,unknown,No
38,30-39,blue-collar,married,primary,132,Low Balance,yes,no,no,cellular,may,14,797,2,2-3 Contacts,-1,0,unknown,No
37,30-39,retired,married,secondary,71,Low Balance,no,yes,no,cellular,may,8,254,1,1 Contact,-1,0,unknown,No
34,30-39,management,single,tertiary,0,Zero Balance,yes,yes,no,cellular,may,26,197,2,2-3 Contacts,98,1,other,No
39,30-39,housemaid,married,primary,267,Low Balance,no,no,no,unknown,jun,9,1151,5,4-5 Contacts,-1,0,unknown,No
55,50-59,services,married,secondary,841,Low Balance,yes,no,no,cellular,may,15,140,9,6+ Contacts,372,4,failure,No
48,40-49,blue-collar,married,primary,51,Low Balance,no,yes,no,telephone,jul,9,76,1,1 Contact,-1,0,unknown,No
42,40-49,blue-collar,married,primary,7735,High Balance,yes,no,no,cellular,apr,13,166,1,1 Contact,144,2,failure,No
29,18-29,housemaid,married,primary,417,Low Balance,no,no,no,cellular,jul,23,108,2,2-3 Contacts,-1,0,unknown,No
33,30-39,blue-collar,single,secondary,-14,Negative Balance,yes,no,no,cellular,may,14,223,2,2-3 Contacts,-1,0,unknown,No
35,30-39,blue-collar,married,primary,2490,Medium Balance,yes,no,no,cellular,may,18,170,1,1 Contact,180,3,failure,No
28,18-29,admin.,married,secondary,0,Zero Balance,yes,no,no,cellular,may,7,47,1,1 Contact,-1,0,unknown,No
26,18-29,blue-collar,single,secondary,184,Low Balance,no,no,no,cellular,feb,3,110,2,2-3 Contacts,6,1,other,No
40,40-49,services,single,secondary,19343,High Balance,yes,no,no,cellular,nov,21,13,4,4-5 Contacts,179,4,failure,No
42,40-49,admin.,married,secondary,947,Low Balance,no,no,no,cellular,jul,30,158,2,2-3 Contacts,-1,0,unknown,No
49,40-49,blue-collar,married,secondary,90,Low Balance,yes,no,no,unknown,may,7,127,1,1 Contact,-1,0,unknown,No
32,30-39,admin.,single,secondary,10218,High Balance,yes,no,no,cellular,nov,19,149,2,2-3 Contacts,-1,0,unknown,No
33,30-39,technician,married,secondary,72,Low Balance,yes,no,yes,unknown,may,6,623,1,1 Contact,-1,0,unknown,No
30,30-39,technician,single,secondary,120,Low Balance,yes,no,no,cellular,may,18,74,1,1 Contact,-1,0,unknown,No
20,18-29,student,single,secondary,130,Low Balance,no,no,no,telephone,may,4,75,3,2-3 Contacts,-1,0,unknown,No
51,50-59,blue-collar,married,unknown,41,Low Balance,yes,no,no,telephone,jul,9,16,43,6+ Contacts,-1,0,unknown,No
38,30-39,blue-collar,single,primary,0,Zero Balance,yes,no,no,cellular,may,7,350,2,2-3 Contacts,-1,0,unknown,No
53,50-59,technician,married,tertiary,673,Low Balance,yes,no,no,cellular,jul,9,182,1,1 Contact,-1,0,unknown,No
34,30-39,blue-collar,divorced,secondary,-131,Negative Balance,yes,no,no,cellular,may,7,132,1,1 Contact,356,1,failure,No
30,30-39,blue-collar,married,primary,2607,Medium Balance,yes,no,no,unknown,may,28,158,10,6+ Contacts,-1,0,unknown,No
36,30-39,unemployed,divorced,secondary,5,Low Balance,yes,no,no,cellular,jul,8,305,1,1 Contact,-1,0,unknown,No
36,30-39,management,married,tertiary,23,Low Balance,no,no,no,cellular,aug,26,133,11,6+ Contacts,-1,0,unknown,No
39,30-39,blue-collar,married,secondary,180,Low Balance,yes,no,no,cellular,apr,16,237,1,1 Contact,-1,0,unknown,No
33,30-39,technician,single,tertiary,68,Low Balance,no,no,no,cellular,aug,14,96,2,2-3 Contacts,-1,0,unknown,No
42,40-49,management,married,tertiary,0,Zero Balance,no,no,no,cellular,aug,13,325,2,2-3 Contacts,-1,0,unknown,No
30,30-39,management,single,tertiary,565,Low Balance,yes,no,no,cellular,oct,26,104,1,1 Contact,-1,0,unknown,No
23,18-29,technician,single,secondary,598,Low Balance,no,no,no,cellular,apr,30,166,1,1 Contact,-1,0,unknown,No
37,30-39,technician,single,tertiary,1609,Medium Balance,no,yes,no,unknown,jun,20,10,19,6+ Contacts,-1,0,unknown,No
77,60+,retired,married,tertiary,1047,Medium Balance,no,no,no,cellular,jun,30,108,5,4-5 Contacts,-1,0,unknown,No
33,30-39,technician,married,tertiary,5641,High Balance,no,no,no,cellular,aug,18,168,2,2-3 Contacts,-1,0,unknown,No
33,30-39,blue-collar,single,primary,557,Low Balance,yes,no,no,cellular,apr,17,91,2,2-3 Contacts,331,2,failure,No
40,40-49,blue-collar,single,secondary,1066,Medium Balance,yes,no,no,unknown,may,21,171,1,1 Contact,-1,0,unknown,No
58,50-59,retired,married,secondary,35,Low Balance,no,no,no,cellular,jul,29,336,7,6+ Contacts,-1,0,unknown,No
29,18-29,management,single,tertiary,54,Low Balance,yes,yes,no,unknown,may,26,257,3,2-3 Contacts,-1,0,unknown,No
43,40-49,management,single,tertiary,1806,Medium Balance,yes,no,no,cellular,aug,12,161,2,2-3 Contacts,-1,0,unknown,No
34,30-39,blue-collar,single,secondary,39,Low Balance,no,no,no,cellular,may,13,254,2,2-3 Contacts,299,3,failure,No
38,30-39,admin.,divorced,secondary,0,Zero Balance,yes,no,no,cellular,jul,21,93,1,1 Contact,-1,0,unknown,No
38,30-39,admin.,divorced,secondary,930,Low Balance,yes,no,no,cellular,may,5,46,1,1 Contact,-1,0,unknown,No
40,40-49,blue-collar,married,primary,0,Zero Balance,no,no,no,cellular,jul,24,313,1,1 Contact,-1,0,unknown,No
59,50-59,management,married,tertiary,2764,Medium Balance,no,no,no,cellular,feb,18,459,1,1 Contact,56,3,failure,No
44,40-49,admin.,single,secondary,4492,Medium Balance,no,yes,no,cellular,jul,31,19,13,6+ Contacts,-1,0,unknown,No
60,60+,retired,divorced,tertiary,2166,Medium Balance,no,no,no,unknown,jun,20,8,9,6+ Contacts,-1,0,unknown,No
37,30-39,management,single,tertiary,0,Zero Balance,no,no,no,cellular,oct,20,107,1,1 Contact,258,3,other,No
50,50-59,admin.,married,secondary,1575,Medium Balance,no,no,no,cellular,nov,17,407,1,1 Contact,-1,0,unknown,No
50,50-59,management,divorced,tertiary,201,Low Balance,yes,no,no,cellular,jul,24,248,1,1 Contact,-1,0,unknown,No
35,30-39,admin.,married,tertiary,318,Low Balance,yes,yes,no,cellular,oct,1,142,1,1 Contact,-1,0,unknown,No
39,30-39,management,single,tertiary,1682,Medium Balance,yes,no,no,cellular,nov,19,147,1,1 Contact,170,1,failure,No
29,18-29,self-employed,married,tertiary,242,Low Balance,yes,no,no,cellular,jul,18,73,4,4-5 Contacts,-1,0,unknown,No
34,30-39,management,divorced,secondary,291,Low Balance,no,no,no,cellular,aug,7,91,2,2-3 Contacts,-1,0,unknown,No
31,30-39,technician,divorced,secondary,304,Low Balance,no,no,no,cellular,feb,2,133,2,2-3 Contacts,-1,0,unknown,No
51,50-59,housemaid,married,primary,108,Low Balance,no,no,no,unknown,jun,16,278,2,2-3 Contacts,-1,0,unknown,No
46,40-49,blue-collar,married,primary,1303,Medium Balance,no,no,no,cellular,aug,4,174,1,1 Contact,-1,0,unknown,No
27,18-29,admin.,single,secondary,292,Low Balance,yes,no,no,cellular,may,12,53,9,6+ Contacts,362,8,other,No
61,60+,retired,married,secondary,89,Low Balance,no,no,no,cellular,oct,28,154,1,1 Contact,181,2,failure,No
34,30-39,admin.,married,tertiary,788,Low Balance,yes,no,no,cellular,feb,5,269,1,1 Contact,-1,0,unknown,No
30,30-39,blue-collar,single,secondary,573,Low Balance,yes,no,no,unknown,may,12,116,2,2-3 Contacts,-1,0,unknown,No
58,50-59,management,married,tertiary,1318,Medium Balance,no,no,no,cellular,jul,16,184,1,1 Contact,179,5,failure,No
30,30-39,technician,single,secondary,151,Low Balance,no,no,no,cellular,feb,3,276,2,2-3 Contacts,-1,0,unknown,No
50,50-59,blue-collar,married,primary,-37,Negative Balance,yes,no,no,unknown,may,12,78,3,2-3 Contacts,-1,0,unknown,No
30,30-39,blue-collar,single,secondary,522,Low Balance,no,no,no,cellular,feb,6,197,3,2-3 Contacts,-1,0,unknown,No
43,40-49,entrepreneur,married,primary,2315,Medium Balance,yes,yes,no,cellular,may,14,42,1,1 Contact,-1,0,unknown,No
35,30-39,services,divorced,secondary,-718,Negative Balance,yes,no,no,cellular,nov,21,47,1,1 Contact,-1,0,unknown,No
36,30-39,management,single,tertiary,4,Low Balance,yes,no,no,cellular,jul,7,529,1,1 Contact,61,3,success,No
46,40-49,entrepreneur,married,tertiary,-43,Negative Balance,no,no,no,unknown,may,12,138,8,6+ Contacts,-1,0,unknown,No
46,40-49,admin.,single,secondary,596,Low Balance,yes,no,no,cellular,apr,20,138,3,2-3 Contacts,-1,0,unknown,No
29,18-29,unemployed,single,secondary,670,Low Balance,yes,no,no,unknown,sep,26,6,1,1 Contact,-1,0,unknown,No
48,40-49,blue-collar,married,primary,430,Low Balance,no,no,no,cellular,may,14,340,3,2-3 Contacts,371,8,failure,No
50,50-59,management,divorced,tertiary,60,Low Balance,no,no,no,cellular,aug,19,255,2,2-3 Contacts,-1,0,unknown,No
53,50-59,admin.,divorced,secondary,0,Zero Balance,yes,yes,no,cellular,apr,30,586,2,2-3 Contacts,-1,0,unknown,No
38,30-39,entrepreneur,married,tertiary,678,Low Balance,no,yes,no,cellular,nov,18,82,2,2-3 Contacts,152,1,failure,No
27,18-29,management,married,tertiary,159,Low Balance,yes,no,no,cellular,jul,25,295,2,2-3 Contacts,-1,0,unknown,No
36,30-39,technician,married,secondary,1345,Medium Balance,yes,no,no,cellular,nov,18,82,1,1 Contact,172,3,failure,No
48,40-49,services,married,primary,483,Low Balance,no,no,no,cellular,aug,6,119,2,2-3 Contacts,-1,0,unknown,No
59,50-59,unknown,married,unknown,2443,Medium Balance,no,no,no,unknown,jun,20,8,8,6+ Contacts,-1,0,unknown,No
21,18-29,student,single,tertiary,1258,Medium Balance,no,no,no,cellular,jul,7,404,1,1 Contact,-1,0,unknown,No
56,50-59,retired,divorced,secondary,389,Low Balance,yes,no,no,unknown,jun,18,379,5,4-5 Contacts,-1,0,unknown,No
57,50-59,admin.,divorced,secondary,0,Zero Balance,no,no,no,cellular,sep,9,121,2,2-3 Contacts,-1,0,unknown,No
41,40-49,blue-collar,married,secondary,2067,Medium Balance,yes,no,no,unknown,jun,20,120,4,4-5 Contacts,-1,0,unknown,No
36,30-39,management,married,tertiary,332,Low Balance,yes,no,no,cellular,may,22,566,7,6+ Contacts,-1,0,unknown,No
45,40-49,management,married,tertiary,80,Low Balance,no,yes,no,cellular,nov,19,157,1,1 Contact,-1,0,unknown,No
40,40-49,housemaid,married,secondary,84,Low Balance,yes,yes,no,unknown,jun,12,230,7,6+ Contacts,-1,0,unknown,No
30,30-39,admin.,single,secondary,2702,Medium Balance,yes,no,no,cellular,jul,24,129,2,2-3 Contacts,-1,0,unknown,No
75,60+,retired,divorced,primary,37127,High Balance,no,no,no,cellular,feb,11,505,1,1 Contact,-1,0,unknown,No
35,30-39,technician,single,tertiary,0,Zero Balance,yes,no,no,telephone,aug,28,46,2,2-3 Contacts,-1,0,unknown,No
58,50-59,admin.,married,secondary,1813,Medium Balance,yes,no,no,telephone,jul,17,15,1,1 Contact,-1,0,unknown,No
29,18-29,technician,single,secondary,1612,Medium Balance,yes,no,no,unknown,may,26,375,2,2-3 Contacts,-1,0,unknown,No
54,50-59,technician,single,secondary,198,Low Balance,yes,yes,no,cellular,nov,17,120,1,1 Contact,171,2,failure,No
28,18-29,blue-collar,single,secondary,1106,Medium Balance,yes,no,no,cellular,apr,17,73,2,2-3 Contacts,-1,0,unknown,No
33,30-39,student,single,unknown,2321,Medium Balance,no,no,no,cellular,apr,15,699,2,2-3 Contacts,381,2,failure,No
56,50-59,admin.,married,secondary,33,Low Balance,no,yes,no,cellular,nov,19,111,1,1 Contact,-1,0,unknown,No
50,50-59,management,married,tertiary,101,Low Balance,yes,no,no,unknown,may,15,348,1,1 Contact,-1,0,unknown,No
37,30-39,technician,single,secondary,-59,Negative Balance,yes,no,no,cellular,jul,22,70,1,1 Contact,-1,0,unknown,No
49,40-49,services,married,secondary,486,Low Balance,yes,yes,no,unknown,may,30,43,2,2-3 Contacts,-1,0,unknown,No
54,50-59,retired,married,primary,136,Low Balance,yes,no,no,cellular,apr,3,352,1,1 Contact,332,2,failure,No
40,40-49,management,married,tertiary,193,Low Balance,no,no,no,cellular,aug,18,105,6,6+ Contacts,-1,0,unknown,No
33,30-39,technician,married,secondary,5083,High Balance,no,no,no,cellular,oct,27,161,1,1 Contact,96,2,other,No
48,40-49,management,married,unknown,0,Zero Balance,yes,no,no,cellular,may,8,612,1,1 Contact,344,1,other,No
43,40-49,management,married,tertiary,8,Low Balance,no,no,no,cellular,aug,11,95,4,4-5 Contacts,-1,0,unknown,No
35,30-39,blue-collar,single,primary,21,Low Balance,yes,no,no,unknown,may,27,129,1,1 Contact,-1,0,unknown,No
55,50-59,technician,married,secondary,570,Low Balance,no,no,no,cellular,aug,27,94,6,6+ Contacts,-1,0,unknown,No
33,30-39,management,married,tertiary,644,Low Balance,yes,yes,no,cellular,feb,3,124,2,2-3 Contacts,271,2,failure,No
41,40-49,technician,single,tertiary,1104,Medium Balance,no,no,no,unknown,jun,9,352,1,1 Contact,-1,0,unknown,No
57,50-59,blue-collar,married,secondary,6004,High Balance,yes,no,no,cellular,aug,12,157,6,6+ Contacts,-1,0,unknown,No
50,50-59,self-employed,married,tertiary,1503,Medium Balance,no,no,no,cellular,aug,27,128,12,6+ Contacts,-1,0,unknown,No
63,60+,technician,married,secondary,896,Low Balance,yes,no,no,cellular,jan,28,115,3,2-3 Contacts,91,4,other,No
33,30-39,technician,single,secondary,177,Low Balance,yes,no,no,unknown,may,23,293,1,1 Contact,-1,0,unknown,No
47,40-49,blue-collar,married,secondary,665,Low Balance,no,no,no,cellular,aug,18,885,3,2-3 Contacts,-1,0,unknown,No
36,30-39,services,married,secondary,380,Low Balance,yes,no,no,unknown,may,20,26,1,1 Contact,-1,0,unknown,No
23,18-29,student,single,secondary,151,Low Balance,yes,no,no,unknown,may,9,97,1,1 Contact,-1,0,unknown,No
33,30-39,technician,single,tertiary,179,Low Balance,yes,no,no,cellular,nov,18,432,2,2-3 Contacts,181,4,other,No
36,30-39,management,married,tertiary,4,Low Balance,no,yes,no,cellular,jul,29,261,6,6+ Contacts,-1,0,unknown,No
47,40-49,blue-collar,married,secondary,116,Low Balance,yes,no,no,unknown,may,8,376,2,2-3 Contacts,-1,0,unknown,No
39,30-39,management,married,tertiary,0,Zero Balance,no,no,no,cellular,aug,28,93,25,6+ Contacts,-1,0,unknown,No
44,40-49,blue-collar,divorced,primary,-57,Negative Balance,yes,no,no,cellular,may,7,234,1,1 Contact,356,2,failure,No
60,60+,retired,married,primary,894,Low Balance,yes,no,no,unknown,may,15,65,7,6+ Contacts,-1,0,unknown,No
42,40-49,management,married,tertiary,478,Low Balance,no,yes,no,cellular,jul,8,165,1,1 Contact,-1,0,unknown,No
32,30-39,technician,single,secondary,10,Low Balance,no,no,no,cellular,aug,19,190,2,2-3 Contacts,-1,0,unknown,No
33,30-39,admin.,married,secondary,30,Low Balance,yes,no,no,telephone,may,5,125,2,2-3 Contacts,-1,0,unknown,No
37,30-39,management,married,tertiary,578,Low Balance,yes,no,no,cellular,aug,8,401,4,4-5 Contacts,-1,0,unknown,No
33,30-39,management,single,tertiary,2360,Medium Balance,yes,no,no,cellular,nov,20,268,1,1 Contact,-1,0,unknown,No
59,50-59,retired,married,primary,-47,Negative Balance,yes,no,no,cellular,aug,27,84,4,4-5 Contacts,-1,0,unknown,No
42,40-49,technician,married,tertiary,-805,Negative Balance,no,no,no,cellular,aug,8,103,6,6+ Contacts,-1,0,unknown,No
59,50-59,management,married,tertiary,782,Low Balance,no,yes,yes,cellular,aug,13,127,2,2-3 Contacts,-1,0,unknown,No
31,30-39,technician,single,secondary,1282,Medium Balance,no,no,no,cellular,may,12,144,1,1 Contact,460,2,failure,No
50,50-59,self-employed,single,secondary,766,Low Balance,yes,no,no,cellular,may,7,253,2,2-3 Contacts,304,4,failure,No
29,18-29,blue-collar,single,secondary,348,Low Balance,yes,no,no,unknown,may,9,185,2,2-3 Contacts,-1,0,unknown,No
36,30-39,entrepreneur,single,secondary,296,Low Balance,no,no,no,cellular,nov,18,67,2,2-3 Contacts,111,2,failure,No
33,30-39,services,married,primary,908,Low Balance,yes,yes,no,cellular,jul,14,184,2,2-3 Contacts,-1,0,unknown,No
38,30-39,admin.,divorced,secondary,0,Zero Balance,no,no,no,unknown,jun,5,56,1,1 Contact,-1,0,unknown,No
33,30-39,management,single,tertiary,5276,High Balance,no,no,no,cellular,nov,4,572,1,1 Contact,-1,0,unknown,No
36,30-39,entrepreneur,single,tertiary,658,Low Balance,yes,no,no,unknown,jun,16,61,3,2-3 Contacts,-1,0,unknown,No
36,30-39,management,single,tertiary,1089,Medium Balance,yes,no,no,unknown,may,30,126,1,1 Contact,-1,0,unknown,No
44,40-49,admin.,married,secondary,1042,Medium Balance,yes,no,no,cellular,may,18,136,1,1 Contact,-1,0,unknown,No
29,18-29,blue-collar,married,primary,544,Low Balance,no,yes,no,cellular,jul,21,121,4,4-5 Contacts,-1,0,unknown,No
44,40-49,blue-collar,married,primary,134,Low Balance,yes,no,no,cellular,may,7,378,1,1 Contact,-1,0,unknown,No
55,50-59,management,married,tertiary,73,Low Balance,yes,no,no,unknown,may,5,142,2,2-3 Contacts,-1,0,unknown,No
38,30-39,blue-collar,single,secondary,13156,High Balance,yes,no,no,cellular,apr,17,291,4,4-5 Contacts,331,1,failure,No
39,30-39,management,divorced,tertiary,30,Low Balance,no,yes,no,cellular,feb,3,265,4,4-5 Contacts,-1,0,unknown,No
45,40-49,blue-collar,married,primary,-66,Negative Balance,yes,no,no,unknown,may,6,263,2,2-3 Contacts,-1,0,unknown,No
36,30-39,management,single,tertiary,1373,Medium Balance,yes,no,no,unknown,may,20,144,2,2-3 Contacts,-1,0,unknown,No
36,30-39,management,married,tertiary,8564,High Balance,yes,no,no,unknown,may,23,125,1,1 Contact,-1,0,unknown,No
59,50-59,retired,divorced,primary,81,Low Balance,yes,no,no,unknown,may,5,107,1,1 Contact,-1,0,unknown,No
41,40-49,admin.,married,tertiary,5426,High Balance,yes,no,no,unknown,may,14,149,2,2-3 Contacts,-1,0,unknown,No
29,18-29,self-employed,single,tertiary,16,Low Balance,yes,no,no,unknown,may,6,43,1,1 Contact,-1,0,unknown,No
50,50-59,management,single,tertiary,297,Low Balance,yes,no,no,unknown,may,5,119,1,1 Contact,-1,0,unknown,No
51,50-59,blue-collar,divorced,secondary,734,Low Balance,yes,yes,no,cellular,may,5,17,1,1 Contact,-1,0,unknown,No
29,18-29,management,single,tertiary,1514,Medium Balance,yes,no,no,telephone,may,5,363,1,1 Contact,333,7,other,No
40,40-49,technician,single,secondary,153,Low Balance,no,no,no,cellular,aug,7,125,2,2-3 Contacts,-1,0,unknown,No
36,30-39,student,married,primary,3503,Medium Balance,no,no,no,unknown,jun,6,31,1,1 Contact,-1,0,unknown,No
49,40-49,technician,married,secondary,-849,Negative Balance,yes,yes,no,unknown,may,27,197,1,1 Contact,-1,0,unknown,No
45,40-49,technician,married,secondary,1441,Medium Balance,yes,no,no,cellular,nov,18,93,1,1 Contact,113,2,other,No
40,40-49,management,married,tertiary,2487,Medium Balance,no,no,no,cellular,apr,30,126,1,1 Contact,-1,0,unknown,No
31,30-39,management,married,tertiary,927,Low Balance,no,no,no,cellular,aug,18,100,4,4-5 Contacts,-1,0,unknown,No
32,30-39,entrepreneur,married,tertiary,598,Low Balance,no,no,no,cellular,aug,18,135,6,6+ Contacts,-1,0,unknown,No
44,40-49,admin.,married,secondary,345,Low Balance,yes,no,no,telephone,jul,16,208,8,6+ Contacts,-1,0,unknown,No
27,18-29,blue-collar,married,secondary,197,Low Balance,no,no,no,telephone,jul,23,222,1,1 Contact,-1,0,unknown,No
25,18-29,admin.,single,tertiary,220,Low Balance,no,no,no,cellular,may,26,68,1,1 Contact,-1,0,unknown,No
56,50-59,services,married,secondary,9,Low Balance,no,yes,no,cellular,aug,20,285,2,2-3 Contacts,-1,0,unknown,No
59,50-59,retired,married,secondary,5678,High Balance,yes,no,no,unknown,may,14,238,2,2-3 Contacts,-1,0,unknown,No
31,30-39,management,single,tertiary,0,Zero Balance,no,no,no,cellular,aug,25,9,12,6+ Contacts,-1,0,unknown,No
49,40-49,admin.,divorced,secondary,169,Low Balance,yes,no,no,unknown,may,30,447,1,1 Contact,-1,0,unknown,No
50,50-59,blue-collar,divorced,primary,388,Low Balance,no,no,no,cellular,feb,5,701,1,1 Contact,-1,0,unknown,No
42,40-49,unknown,single,unknown,61,Low Balance,no,no,yes,unknown,jun,20,115,1,1 Contact,-1,0,unknown,No
37,30-39,management,married,tertiary,7100,High Balance,no,no,no,cellular,nov,20,757,2,2-3 Contacts,-1,0,unknown,No
36,30-39,blue-collar,single,secondary,219,Low Balance,yes,yes,no,cellular,may,11,270,2,2-3 Contacts,347,1,failure,No
53,50-59,blue-collar,married,secondary,-76,Negative Balance,no,no,no,cellular,jan,29,173,1,1 Contact,164,4,other,No
51,50-59,blue-collar,married,unknown,1432,Medium Balance,no,no,no,cellular,jul,9,388,1,1 Contact,-1,0,unknown,No
42,40-49,blue-collar,married,secondary,879,Low Balance,yes,no,no,cellular,nov,18,140,1,1 Contact,-1,0,unknown,No
47,40-49,housemaid,married,primary,0,Zero Balance,yes,no,no,telephone,jul,24,193,1,1 Contact,-1,0,unknown,No
40,40-49,self-employed,married,tertiary,1498,Medium Balance,no,no,no,cellular,feb,4,62,1,1 Contact,-1,0,unknown,No
25,18-29,blue-collar,single,secondary,543,Low Balance,yes,no,no,cellular,may,15,302,1,1 Contact,-1,0,unknown,No
36,30-39,blue-collar,married,secondary,1797,Medium Balance,yes,yes,no,cellular,nov,17,166,1,1 Contact,181,2,failure,No
80,60+,retired,married,primary,2994,Medium Balance,no,no,no,cellular,aug,6,320,1,1 Contact,-1,0,unknown,No
60,60+,self-employed,married,secondary,1690,Medium Balance,no,no,no,cellular,aug,28,64,11,6+ Contacts,-1,0,unknown,No
51,50-59,management,married,secondary,1573,Medium Balance,no,no,no,cellular,aug,28,72,18,6+ Contacts,-1,0,unknown,No
59,50-59,housemaid,married,tertiary,0,Zero Balance,no,yes,no,cellular,jul,29,376,2,2-3 Contacts,-1,0,unknown,No
80,60+,retired,married,secondary,173,Low Balance,no,no,no,cellular,aug,2,87,3,2-3 Contacts,-1,0,unknown,No
47,40-49,admin.,married,unknown,989,Low Balance,no,no,no,unknown,jun,19,116,1,1 Contact,-1,0,unknown,No
36,30-39,services,married,secondary,335,Low Balance,yes,no,no,unknown,may,9,339,2,2-3 Contacts,-1,0,unknown,No
31,30-39,blue-collar,single,unknown,17,Low Balance,yes,no,yes,cellular,may,6,72,1,1 Contact,-1,0,unknown,No
33,30-39,technician,married,secondary,-74,Negative Balance,yes,no,no,cellular,jul,25,198,4,4-5 Contacts,-1,0,unknown,No
45,40-49,services,married,unknown,8319,High Balance,no,no,no,cellular,jun,15,75,2,2-3 Contacts,-1,0,unknown,No
33,30-39,blue-collar,single,secondary,15341,High Balance,no,no,no,cellular,apr,20,335,1,1 Contact,334,3,failure,No
51,50-59,technician,married,secondary,52,Low Balance,no,no,no,cellular,aug,13,114,2,2-3 Contacts,-1,0,unknown,No
51,50-59,unemployed,divorced,secondary,-56,Negative Balance,yes,no,no,cellular,nov,19,544,3,2-3 Contacts,-1,0,unknown,No
48,40-49,blue-collar,married,primary,1670,Medium Balance,no,no,no,unknown,jun,17,145,1,1 Contact,-1,0,unknown,No
34,30-39,technician,single,tertiary,370,Low Balance,no,no,no,cellular,aug,11,116,2,2-3 Contacts,-1,0,unknown,No
28,18-29,management,single,tertiary,466,Low Balance,yes,no,no,cellular,jul,23,170,2,2-3 Contacts,-1,0,unknown,No
